,entity_name,filename,entity_type,snippet
514,god almagtig,NL-HaNA_1.04.02_6847_0021.txt,PERSON,n hem van god almagtig verleend 
515,wys syn,NL-HaNA_1.04.02_6847_0021.txt,PERSON," gelijker wys syn
6: uijt e"
516,onbedwonge,NL-HaNA_1.04.02_6847_0021.txt,GPE, prije en onbedwonge wille son
517,sonder indiicke,NL-HaNA_1.04.02_6847_0021.txt,PERSON,nge wille sonder indiicke of peroi„
518,peroi,NL-HaNA_1.04.02_6847_0021.txt,PERSON,"diicke of peroi„
agie van"
519,deser dog,NL-HaNA_1.04.02_6847_0021.txt,PERSON, doet bij deser dog vooraf be
520,heer Comparant,NL-HaNA_1.04.02_6847_0021.txt,PERSON,"lende den
heer Comparant sijn E: o"
521,onstervelijke ziele,NL-HaNA_1.04.02_6847_0021.txt,ORG,t sijn E: onstervelijke ziele in handen
522,syn dord lichaam,NL-HaNA_1.04.02_6847_0021.txt,PERSON,gmaker en syn dord lichaam den schoo
523,revoieerende Casseerende dooden,NL-HaNA_1.04.02_6847_0021.txt,ORG,"en voorts revoieerende Casseerende dooden te niet
d"
524,offe Eenige,NL-HaNA_1.04.02_6847_0021.txt,PERSON,t deselve offe Eenige van dien 
525,nooijt,NL-HaNA_1.04.02_6847_0021.txt,PERSON,als of te nooijt gemaakt o
526,niu,NL-HaNA_1.04.02_6847_0021.txt,ORG,eweest en niu de novo t
527,imiverseele Erfgenamen,NL-HaNA_1.04.02_6847_0021.txt,PERSON,"„
eele en imiverseele Erfgenamen te nomine"
528,nomineeren,NL-HaNA_1.04.02_6847_0021.txt,GPE,"enamen te nomineeren, stellen "
529,heer Reimer,NL-HaNA_1.04.02_6847_0021.txt,PERSON,"nders den heer Reimer
Stapel pr"
530,procireur voor den Edele agtb,NL-HaNA_1.04.02_6847_0021.txt,PERSON,"er
Stapel procireur voor den Edele agtb: geregte "
531,geregte der stad,NL-HaNA_1.04.02_6847_0021.txt,GPE,"ele agtb: geregte der stad
Amsterdam"
532,Amsterdam,NL-HaNA_1.04.02_6847_0021.txt,GPE," der stad
Amsterdam en vrouwe"
533,Anna Wietvank,NL-HaNA_1.04.02_6847_0021.txt,PERSON,"en vrouwe Anna Wietvank te zamen
"
534,dog beyde wesende voor overleeden,NL-HaNA_1.04.02_6847_0021.txt,PERSON,"de
alleen dog beyde wesende voor overleeden als dan d"
535,"sijns
",NL-HaNA_1.04.02_6847_0021.txt,PERSON,"el al met sijns
"
536,Eijndelijk betuijgden,NL-HaNA_1.04.02_6847_0025.txt,ORG," gesteld.
Eijndelijk betuijgden de testat"
537,afsroge van mijn,NL-HaNA_1.04.02_6847_0025.txt,PERSON,"teuren of afsroge van mijn not
„ 8
b"
538,"Erfgenaam
",NL-HaNA_1.04.02_6847_0025.txt,PERSON,"nverseele Erfgenaam
of Erfgena"
539,Erfgename,NL-HaNA_1.04.02_6847_0025.txt,GPE,"genaam
of Erfgename, te nomin"
540,nomineeren,NL-HaNA_1.04.02_6847_0025.txt,GPE,"ename, te nomineeren en te ins"
541,institueeren,NL-HaNA_1.04.02_6847_0025.txt,GPE,ren en te institueeren de langsl
542,ontrymen,NL-HaNA_1.04.02_6847_0025.txt,GPE,"o„
men te ontrymen en naarte"
543,naartelaten,NL-HaNA_1.04.02_6847_0025.txt,GPE,"trymen en naartelaten, soo roer"
544,uytgesondert,NL-HaNA_1.04.02_6847_0025.txt,PERSON,"en, niets uytgesondert, mits dee"
545,pes,NL-HaNA_1.04.02_6847_0025.txt,ORG,"n voor de pes„
„
Crice "
546,Crice,NL-HaNA_1.04.02_6847_0025.txt,ORG,"de pes„
„
Crice als dan g"
547,weeder pertoommd,NL-HaNA_1.04.02_6847_0025.txt,PERSON,", wanneer weeder pertoommd aan den
s"
548,Anna Elisabeth,NL-HaNA_1.04.02_6847_0025.txt,PERSON,lver kind Anna Elisabeth oud vijff
549,quant vanden geheele boedel,NL-HaNA_1.04.02_6847_0025.txt,PERSON,en suyver quant vanden geheele boedel en de pen
550,gelroft,NL-HaNA_1.04.02_6847_0025.txt,PERSON,"al moeten gelroft werden,
a"
551,aflijvig wierd,NL-HaNA_1.04.02_6847_0025.txt,PERSON,"estatrice aflijvig wierd, het
meer"
552,Margare,NL-HaNA_1.04.02_6847_0025.txt,PERSON,"odorns en Margare„
d
tha ge"
553,geertruida van der werth,NL-HaNA_1.04.02_6847_0025.txt,PERSON,"re„
d
tha geertruida van der werth woonende "
554,den Eersten,NL-HaNA_1.04.02_6847_0025.txt,ORG, woonende den Eersten op malacc
555,dentecom bij desselvs,NL-HaNA_1.04.02_6847_0025.txt,PERSON,Tweede te dentecom bij desselvs oom hendr
556,oom hendricus,NL-HaNA_1.04.02_6847_0025.txt,PERSON, desselvs oom hendricus vander we
557,werth,NL-HaNA_1.04.02_6847_0025.txt,PERSON,"us vander werth mede„
cin"
558,Lijve,NL-HaNA_1.04.02_6847_0025.txt,PERSON,leevenden Lijve sullen sy
559,Executrice deser testamente,NL-HaNA_1.04.02_6847_0025.txt,PERSON,cutena of Executrice deser testamente redderaar
560,Johan Manrits,NL-HaNA_1.04.02_6847_0025.txt,PERSON,erw: heer Johan Manrits Mohr bedi
561,Emaneerde,NL-HaNA_1.04.02_6847_0025.txt,GPE,"landen, g’Emaneerde
placaat v"
562,vrpligt,NL-HaNA_1.04.02_6847_0025.txt,ORG,"e
placaat vrpligt drie maan"
563,devolveeren,NL-HaNA_1.04.02_6847_0028.txt,GPE,al moeten devolveeren op zyn Ed
564,meldene,NL-HaNA_1.04.02_6847_0028.txt,GPE,"her na te meldene Erfgenaa
"
565,"Erfgenaa
",NL-HaNA_1.04.02_6847_0028.txt,ORG,"e meldene Erfgenaa
nirgeverkl"
566,legateeren,NL-HaNA_1.04.02_6847_0028.txt,GPE,tateur te legateeren aan zijn 
567,Hendrik Frije,NL-HaNA_1.04.02_6847_0028.txt,PERSON,:d Geerdt Hendrik Frije Jan Frije
568,Jan Frije,NL-HaNA_1.04.02_6847_0028.txt,PERSON,"rik Frije Jan Frije en
Anna F"
569,Anna Frije,NL-HaNA_1.04.02_6847_0028.txt,PERSON," Frije en
Anna Frije Zijnde Ge"
570,Zijnde Getrouwd,NL-HaNA_1.04.02_6847_0028.txt,PERSON,nna Frije Zijnde Getrouwd met een S
571,Carolie,NL-HaNA_1.04.02_6847_0028.txt,ORG,e duisend Carolie guldens t
572,teg,NL-HaNA_1.04.02_6847_0028.txt,ORG,"e guldens teg:
Twintig "
573,desselfs gemachtigdens de Heeren,NL-HaNA_1.04.02_6847_0028.txt,PERSON,erden aan desselfs gemachtigdens de Heeren cristiaan
574,"cristiaan
Klaarbont en M",NL-HaNA_1.04.02_6847_0028.txt,ORG,"de Heeren cristiaan
Klaarbont en M:r Johanne"
575,Johannes Benkelaar,NL-HaNA_1.04.02_6847_0028.txt,PERSON,nt en M:r Johannes Benkelaar beijde wo
576,amstveromme dus verder aan gemelte Legatarissen,NL-HaNA_1.04.02_6847_0028.txt,ORG,"agtig tot
amstveromme dus verder aan gemelte Legatarissen of bij do"
577,Hondert,NL-HaNA_1.04.02_6847_0028.txt,ORG," van vijf
Hondert Carolie G"
578,Carolie,NL-HaNA_1.04.02_6847_0028.txt,ORG,"f
Hondert Carolie Guldens m"
579,minte,NL-HaNA_1.04.02_6847_0028.txt,GPE,e Guldens minte gem:t med
580,gem:t,NL-HaNA_1.04.02_6847_0028.txt,PERSON,ens minte gem:t mede prij
581,wyse,NL-HaNA_1.04.02_6847_0028.txt,PERSON,ateur bij wyse van legaa
582,den nagelatenen,NL-HaNA_1.04.02_6847_0028.txt,PERSON,hun weg:s den nagelatenen boedel va
583,benistinge,NL-HaNA_1.04.02_6847_0028.txt,GPE,der haare benistinge mogten he
584,begee,NL-HaNA_1.04.02_6847_0028.txt,PERSON,"bben niet begee„
rende da"
585,ofr,NL-HaNA_1.04.02_6847_0028.txt,ORG, zij hier ofr zal of zu
586,verklaarde den,NL-HaNA_1.04.02_6847_0028.txt,PERSON,aastelijk verklaarde den heer test
587,legoteeren,NL-HaNA_1.04.02_6847_0028.txt,GPE,"ur nog te legoteeren aan
Iohan"
588,Iohannes Simnonsz,NL-HaNA_1.04.02_6847_0028.txt,ORG,"eeren aan
Iohannes Simnonsz en Lanren"
589,Anthonies egte,NL-HaNA_1.04.02_6847_0028.txt,PERSON, Lanrenha Anthonies egte lieden of
590,eeninder,NL-HaNA_1.04.02_6847_0028.txt,PERSON,ijden van eeninder selver de
591,teg,NL-HaNA_1.04.02_6847_0028.txt,ORG,: almeede teg:s 48: sw:
592,generaale,NL-HaNA_1.04.02_6847_0028.txt,PERSON,meede ter generaale dispositi
593,nomineeren,NL-HaNA_1.04.02_6847_0028.txt,GPE,beijde te nomineeren en instit
594,institueeren,NL-HaNA_1.04.02_6847_0028.txt,GPE,neeren en institueeren tot zijn 
595,iniverseele,NL-HaNA_1.04.02_6847_0028.txt,GPE,eheele en iniverseele Erfgen: o
596,Erfgename,NL-HaNA_1.04.02_6847_0028.txt,GPE,rfgen: of Erfgename en dat in
597,sterende,NL-HaNA_1.04.02_6847_0028.txt,GPE, de eerst sterende met er do
598,achen,NL-HaNA_1.04.02_6847_0028.txt,PERSON, goederen achen en mediki
599,uytgesondert,NL-HaNA_1.04.02_6847_0028.txt,PERSON,"kin
niets uytgesondert mits en o"
600,verstaande nogthans,NL-HaNA_1.04.02_6847_0028.txt,PERSON,"nder dien verstaande nogthans dat de
la"
601,wesen,NL-HaNA_1.04.02_6847_0022.txt,PERSON,lijden in wesen zillen zi
602,Equale portre,NL-HaNA_1.04.02_6847_0022.txt,ORG," voor een Equale portre endat in
"
603,actien crediten,NL-HaNA_1.04.02_6847_0022.txt,PERSON," goederen actien crediten
middelen "
604,gesondert,NL-HaNA_1.04.02_6847_0022.txt,PERSON," metsuit„
gesondert t zij waa"
605,wesen omme,NL-HaNA_1.04.02_6847_0022.txt,PERSON,den mogen wesen omme alle dese
606,gesegd,NL-HaNA_1.04.02_6847_0022.txt,GPE,aamen als gesegd in geheel
607,mitsgs,NL-HaNA_1.04.02_6847_0022.txt,PERSON,n beseten mitsgs:s daar me
608,Edelens,NL-HaNA_1.04.02_6847_0022.txt,PERSON,lt na huw Edelens welgevall
609,ijmand,NL-HaNA_1.04.02_6847_0022.txt,GPE,ginge van ijmand ter werel
610,konnen,NL-HaNA_1.04.02_6847_0022.txt,GPE,illenofte konnen ageeren —
611,deser,NL-HaNA_1.04.02_6847_0022.txt,GPE,xecuteurs deser testament
612,testamente,NL-HaNA_1.04.02_6847_0022.txt,GPE,urs deser testamente en sijn E
613,Constutueerd,NL-HaNA_1.04.02_6847_0022.txt,ORG,"rsoekz en Constutueerd
Sijns de "
614,heere w,NL-HaNA_1.04.02_6847_0022.txt,PERSON, E: agtb: heere w: Theodoms
615,Theodoms van Revershorst,NL-HaNA_1.04.02_6847_0022.txt,PERSON," heere w: Theodoms van Revershorst
en Iacob "
616,Iacob Pompe van Weerdervoort,NL-HaNA_1.04.02_6847_0022.txt,PERSON,"shorst
en Iacob Pompe van Weerdervoort leden in "
617,Duikhe deses,NL-HaNA_1.04.02_6847_0022.txt,PERSON,"
raad van Duikhe deses Casteels "
618,Casteels navens,NL-HaNA_1.04.02_6847_0022.txt,PERSON,khe deses Casteels navens De Heeren
619,De Heeren,NL-HaNA_1.04.02_6847_0022.txt,PERSON,"ls navens De Heeren tienduk
o"
620,Commandeur Equipagie,NL-HaNA_1.04.02_6847_0022.txt,PERSON,"k
oprneer Commandeur Equipagie meester a"
621,"Ian
van dordt",NL-HaNA_1.04.02_6847_0022.txt,PERSON,"alhier en Ian
van dordt lid in 't"
622,Jun Ed,NL-HaNA_1.04.02_6847_0022.txt,PERSON, Cane aan Jun Ed: daar omt
623,bemoeijenisse,NL-HaNA_1.04.02_6847_0022.txt,GPE,s buijten bemoeijenisse en met Se
624,insonderheyd heeren,NL-HaNA_1.04.02_6847_0022.txt,PERSON,"e
anderen insonderheyd heeren weesm: de"
625,deser stede en den,NL-HaNA_1.04.02_6847_0022.txt,GPE,en weesm: deser stede en den E: Einato
626,E=d,NL-HaNA_1.04.02_6847_0022.txt,ORG, Eerw: en E=d bevankend
627,wendene,NL-HaNA_1.04.02_6847_0022.txt,GPE,"rs
aan te wendene vlijk moe"
628,vlijk moeyte,NL-HaNA_1.04.02_6847_0022.txt,PERSON,e wendene vlijk moeyte en Looge„
629,deugtkeeringe,NL-HaNA_1.04.02_6847_0022.txt,GPE,"ooge„
Tot deugtkeeringe en Execut"
630,Executeuris,NL-HaNA_1.04.02_6847_0022.txt,GPE,eringe en Executeuris van des h
631,Eaele,NL-HaNA_1.04.02_6847_0022.txt,GPE,"r„
bied d Eaele groot agt"
632,heeren bewindhebberen der groc,NL-HaNA_1.04.02_6847_0022.txt,PERSON,"oot agtb: heeren bewindhebberen der groc„
trooij e"
633,oostindesch Comp,NL-HaNA_1.04.02_6847_0022.txt,PERSON,oij eerde oostindesch Comp: ter kame
634,isuytgahaard omme,NL-HaNA_1.04.02_6847_0022.txt,PERSON,"emeren
G: isuytgahaard omme deselve t"
635,geene dienijtkrogte,NL-HaNA_1.04.02_6847_0022.txt,PERSON,"den
aande geene dienijtkrogte deses daa"
636,geregtig wesen,NL-HaNA_1.04.02_6847_0022.txt,PERSON," daar toe geregtig wesen zal
Eijnd"
637,alhier,NL-HaNA_1.04.02_6847_0022.txt,PERSON,testateur alhier te insere
638,insereeren,NL-HaNA_1.04.02_6847_0022.txt,GPE,"alhier te insereeren de
Kansil"
639,Kansile Reservatoir,NL-HaNA_1.04.02_6847_0022.txt,ORG,"reeren de
Kansile Reservatoir en uyt kr"
640,gnagt,NL-HaNA_1.04.02_6847_0022.txt,ORG,"
ƒ
den de gnagt en Pacult"
641,Paculteyt,NL-HaNA_1.04.02_6847_0022.txt,GPE, gnagt en Paculteyt omme alse
642,Testamentaire,NL-HaNA_1.04.02_6847_0022.txt,PERSON,omme alse Testamentaire dispositi
643,legateeren lijf,NL-HaNA_1.04.02_6847_0022.txt,ORG,"inde„
ren legateeren lijf eigenen E"
644,Emancipeeren,NL-HaNA_1.04.02_6847_0022.txt,GPE,f eigenen Emancipeeren en verder
645,Jan phreu,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"testateur Jan phreu„
der Ool "
646,diaconij,NL-HaNA_1.04.02_6847_0034.txt,ORG,"z:
aan de diaconij alhier of"
647,prelegateere,NL-HaNA_1.04.02_6847_0034.txt,GPE,vervoegen prelegateere ik uyt on
648,onse Jongste dogter,NL-HaNA_1.04.02_6847_0034.txt,PERSON,d rd: aan onse Jongste dogter Christina
649,"Christina
Bastiana",NL-HaNA_1.04.02_6847_0034.txt,PERSON,"te dogter Christina
Bastiana Zo mede D"
650,Cornelis valentijn,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"sten zoon
Cornelis valentijn en nog dr"
651,duysend rd,NL-HaNA_1.04.02_6847_0034.txt,ORG, nog drie duysend rd: aan onse
652,Ioan willem,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"ten,
Zoon Ioan willem tot Een r"
653,Catharina,NL-HaNA_1.04.02_6847_0034.txt,PERSON,eertruyda Catharina en Wilhel
654,"Wilhelmina
",NL-HaNA_1.04.02_6847_0034.txt,PERSON,"harina en Wilhelmina
Elisabeth "
655,Elisabeth reets,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"ilhelmina
Elisabeth reets uit onsen"
656,Cas,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"te
dat in Cas een of me"
657,approbeerde,NL-HaNA_1.04.02_6847_0034.txt,PERSON,van een g’approbeerde staat kwa
658,"kwaame
",NL-HaNA_1.04.02_6847_0034.txt,ORG,"rde staat kwaame
te overlij"
659,"por
",NL-HaNA_1.04.02_6847_0034.txt,ORG,"at tot de por
tien der o"
660,prelegateere,NL-HaNA_1.04.02_6847_0034.txt,GPE, en boven prelegateere ik twee d
661,Joan willem,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"sten zoon Joan willem dog
in Ca"
662,Cas deselve,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"em dog
in Cas deselve onmondig "
663,approbeerden Baot,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"n een ge„
approbeerden Baot kwame bes"
664,volveeren,NL-HaNA_1.04.02_6847_0034.txt,ORG,nd 20: de volveeren op mijn o
665,waame gelegentheyd,NL-HaNA_1.04.02_6847_0034.txt,ORG,id en bek waame gelegentheyd na nederl
666,nederland,NL-HaNA_1.04.02_6847_0034.txt,GPE,ntheyd na nederland zal worde
667,wys geduuren,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"gen onder wys geduuren
de hunne "
668,Erfportien kan Fourneeren,NL-HaNA_1.04.02_6847_0034.txt,PERSON,temeldene Erfportien kan Fourneeren; zal mijn
669,mijne huijs,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"eren; zal mijne huijs„
vrouw Si"
670,Sippleeren,NL-HaNA_1.04.02_6847_0034.txt,GPE,"js„
vrouw Sippleeren,
5 al het"
671,afsrek van voorm,NL-HaNA_1.04.02_6847_0034.txt,PERSON,t geen na afsrek van voorm: makingen
672,mijne nala,NL-HaNA_1.04.02_6847_0034.txt,PERSON," makingen mijne nala„
tenschap"
673,Clara geertruijdo,NL-HaNA_1.04.02_6847_0034.txt,PERSON," in
desen Clara geertruijdo de Lahaij"
674,onse vijff,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"ahaije en onse vijff kin„
„der"
675,geertruijda Catharina,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"n„
„deren geertruijda Catharina, wilhelmi"
676,wilhelmina Elisabeth,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"atharina, wilhelmina Elisabeth,
gesta na"
677,tenwe,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"
gesta na tenwe enmor
moo"
678,"enmor
",NL-HaNA_1.04.02_6847_0034.txt,ORG," na tenwe enmor
moogerrijg"
679,Benjamin Heynen,NL-HaNA_1.04.02_6847_0011.txt,PERSON,"jn nots:

Benjamin Heynen
N„o 1.
Op"
680,Op Heeden,NL-HaNA_1.04.02_6847_0011.txt,ORG,"en
N„o 1.
Op Heeden Den 10: o"
681,den Eaelen,NL-HaNA_1.04.02_6847_0011.txt,PERSON,publ: bij den Eaelen hove van 
682,hove van holland,NL-HaNA_1.04.02_6847_0011.txt,PERSON,"en Eaelen hove van holland, ende Ede"
683,destad,NL-HaNA_1.04.02_6847_0011.txt,PERSON,"rd binnen destad batnera
r"
684,den Eerw,NL-HaNA_1.04.02_6847_0011.txt,PERSON,Getuijgen den Eerw: heer ben
685,heer bensamin,NL-HaNA_1.04.02_6847_0011.txt,PERSON,"den Eerw: heer bensamin
Weynen be"
686,Lighaame,NL-HaNA_1.04.02_6847_0011.txt,GPE, ziek van Lighaame hebbende 
687,hebbende Egter,NL-HaNA_1.04.02_6847_0011.txt,PERSON, Lighaame hebbende Egter zijn Ed: 
688,disponeeren,NL-HaNA_1.04.02_6847_0011.txt,GPE,"entair te disponeeren, oog als "
689,Erfgenamen,NL-HaNA_1.04.02_6847_0011.txt,GPE,algeheele Erfgenamen te nomine
690,nomineeren,NL-HaNA_1.04.02_6847_0011.txt,GPE,enamen te nomineeren zijne vie
691,Zinderen,NL-HaNA_1.04.02_6847_0011.txt,ORG,"ijne vier
Zinderen Arnolans "
692,Ian Hendrik,NL-HaNA_1.04.02_6847_0011.txt,PERSON, Arnolans Ian Hendrik en Anna m
693,Anna magteld,NL-HaNA_1.04.02_6847_0011.txt,PERSON,"endrik en Anna magteld Heijnen
a"
694,zijne natelatene,NL-HaNA_1.04.02_6847_0011.txt,PERSON,t in alle zijne natelatene goederen 
695,Coediten,NL-HaNA_1.04.02_6847_0011.txt,GPE,actien en Coediten mits uitg
696,duysend rd,NL-HaNA_1.04.02_6847_0011.txt,ORG,geen Twee duysend rd:s is bedr
697,zijner Testateur,NL-HaNA_1.04.02_6847_0011.txt,PERSON,„digheijd zijner Testateur Erffgenam
698,Executeuren,NL-HaNA_1.04.02_6847_0011.txt,GPE,"jn 'E
tot Executeuren en Execut"
699,Executrice,NL-HaNA_1.04.02_6847_0011.txt,ORG,teuren en Executrice voogden e
700,zijne boede,NL-HaNA_1.04.02_6847_0011.txt,PERSON,"esse over zijne boede
en onmond"
701,Erfgenamen,NL-HaNA_1.04.02_6847_0011.txt,PERSON,onmondige Erfgenamen dE: Leend
702,Leendert goossen,NL-HaNA_1.04.02_6847_0011.txt,PERSON,"namen dE: Leendert goossen Coopman
e"
703,"Coopman
en Translateur m",NL-HaNA_1.04.02_6847_0011.txt,PERSON,"t goossen Coopman
en Translateur m de maleyd"
704,maleydse Paale en Roeloff Croese opperm,NL-HaNA_1.04.02_6847_0011.txt,ORG,"teur m de maleydse Paale en Roeloff Croese opperm:
beijde i"
705,mitsg,NL-HaNA_1.04.02_6847_0011.txt,PERSON,p: dienst mitsg:s zyn Ed:
706,Executeurs,NL-HaNA_1.04.02_6847_0011.txt,GPE,t als aan Executeurs en voogde
707,het Eerw,NL-HaNA_1.04.02_6847_0011.txt,PERSON,udeerende het Eerw: Collegie
708,aalites,NL-HaNA_1.04.02_6847_0011.txt,GPE," Jn
rator aalites haar Ed.s"
709,Ed.s,NL-HaNA_1.04.02_6847_0011.txt,PERSON,ites haar Ed.s beaankent
710,beaankente voor d,NL-HaNA_1.04.02_6847_0011.txt,PERSON,haar Ed.s beaankente voor d’andersint
711,nemene,NL-HaNA_1.04.02_6847_0011.txt,GPE,"rsints te nemene moeijt
ma"
712,Executeurs,NL-HaNA_1.04.02_6847_0011.txt,GPE,"
maar tot Executeurs over des "
713,des Eerw,NL-HaNA_1.04.02_6847_0011.txt,PERSON,eurs over des Eerw: heer tes
714,Ed agtb,NL-HaNA_1.04.02_6847_0011.txt,PERSON,"an de wel Ed agtb:
heeren b"
715,wyt,NL-HaNA_1.04.02_6847_0011.txt,ORG,"n deselve wyt
te keeren"
716,zyn Ea,NL-HaNA_1.04.02_6847_0011.txt,PERSON,erklaarde zyn Ea het zelfa
717,Codicd,NL-HaNA_1.04.02_6847_0011.txt,PERSON,tament of Codicd zoo als b
718,hendrik Johan Madelanst,NL-HaNA_1.04.02_6847_0011.txt,PERSON,"irurg.
en hendrik Johan Madelanst Secret:s "
719,der rethouwloot,NL-HaNA_1.04.02_6847_0011.txt,PERSON," Secret:s der rethouwloot beijde
in"
720,gesz,NL-HaNA_1.04.02_6847_0011.txt,GPE,tekend en gesz: op een s
721,quod attestor,NL-HaNA_1.04.02_6847_0011.txt,PERSON,derstond/ quod attestor /getekend
722,lijde van myne overbijden,NL-HaNA_1.04.02_6847_0037.txt,PERSON,r van ten lijde van myne overbijden in weden 
723,weden,NL-HaNA_1.04.02_6847_0037.txt,GPE,bijden in weden zillen si
724,legitime Competeerd,NL-HaNA_1.04.02_6847_0037.txt,PERSON,n voor de legitime Competeerd en gelijk
725,nitsg,NL-HaNA_1.04.02_6847_0037.txt,PERSON,"e portien nitsg mynen
man"
726,Crediten Erffenissen,NL-HaNA_1.04.02_6847_0037.txt,PERSON,"actien
en Crediten Erffenissen en bester"
727,orgemaat,NL-HaNA_1.04.02_6847_0037.txt,GPE,gewunt en orgemaat slaven en
728,belgeven,NL-HaNA_1.04.02_6847_0037.txt,GPE,"ndelen
na belgeven zonder pe"
729,pemoeijenisse,NL-HaNA_1.04.02_6847_0037.txt,PERSON,en zonder pemoeijenisse aan ieman
730,legitime van onse,NL-HaNA_1.04.02_6847_0037.txt,PERSON,wting der legitime van onse kinderen 
731,rteekend monsen,NL-HaNA_1.04.02_6847_0037.txt,PERSON,n man ond„rteekend monsen boedel za
732,vrijheyd,NL-HaNA_1.04.02_6847_0037.txt,ORG,de van de vrijheyd door hunn
733,nederlands india,NL-HaNA_1.04.02_6847_0037.txt,GPE,ering van nederlands india bij beslu
734,besluijt van den,NL-HaNA_1.04.02_6847_0037.txt,PERSON,india bij besluijt van den 20: aug:s
735,"nodeloot
",NL-HaNA_1.04.02_6847_0037.txt,PERSON,"en die nu nodeloot
zonden wer"
736,Gedaan alsoo,NL-HaNA_1.04.02_6847_0037.txt,PERSON,en werden Gedaan alsoo ik Even a
737,zug,NL-HaNA_1.04.02_6847_0037.txt,ORG,"n begroot zug„
ver nauw"
738,opregtelik,NL-HaNA_1.04.02_6847_0037.txt,PERSON,wkennigen opregtelik na haaren
739,Continueeren,NL-HaNA_1.04.02_6847_0037.txt,GPE,te sullen Continueeren in t verv
740,Executeir,NL-HaNA_1.04.02_6847_0037.txt,GPE,torce tot Executeir aan dit m
741,myne nateli,NL-HaNA_1.04.02_6847_0037.txt,PERSON,"oogd over myne nateli:
onmondig"
742,desen,NL-HaNA_1.04.02_6847_0037.txt,PERSON,oofde van desen zal toeva
743,zan schrender,NL-HaNA_1.04.02_6847_0037.txt,ORG, voormeld zan schrender ende zulk
744,Surrogatie,NL-HaNA_1.04.02_6847_0037.txt,GPE,itutie en Surrogatie en met Ex
745,Expes,NL-HaNA_1.04.02_6847_0037.txt,PERSON,"ie en met Expes„
fe Pecla"
746,fe Peclatie,NL-HaNA_1.04.02_6847_0037.txt,ORG,"et Expes„
fe Peclatie van 2 Eer"
747,Collegie van heeren weesm,NL-HaNA_1.04.02_6847_0037.txt,ORG,n 2 Eerw: Collegie van heeren weesm: en alle 
748,gistraafs,NL-HaNA_1.04.02_6847_0037.txt,PERSON,"erie ma„
„gistraafs persoonen"
749,"Cumbeert
",NL-HaNA_1.04.02_6847_0037.txt,ORG,"anders in Cumbeert
hun Ed des"
750,Ed des,NL-HaNA_1.04.02_6847_0037.txt,PERSON,"beert
hun Ed des niet te m"
751,beleefdelik aankzeggende voor de,NL-HaNA_1.04.02_6847_0037.txt,PERSON,"et te min beleefdelik aankzeggende voor de te
nemene"
752,Solle,NL-HaNA_1.04.02_6847_0037.txt,GPE,"e moeijke
Solle het Gunt "
753,testatrice ge,NL-HaNA_1.04.02_6847_0037.txt,PERSON,"tateur en testatrice ge„
resumeer"
754,uijtdrukt,NL-HaNA_1.04.02_6847_0037.txt,PERSON, genoegen uijtdrukt onsen laa
755,solem,NL-HaNA_1.04.02_6847_0037.txt,PERSON,"in eenige solem„
nitgten
"
756,daerop vost,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"daerop vost gesteld
E"
757,lebriaden,NL-HaNA_1.04.02_6847_0013.txt,GPE,"d
Eed olk lebriaden de testat"
758,Benjamin Heynen,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"
2
N„o 1.
Benjamin Heynen
Op Heeden"
759,holland,NL-HaNA_1.04.02_6847_0013.txt,GPE," hode van holland, en derde"
760,"derdele
",NL-HaNA_1.04.02_6847_0013.txt,PERSON,"lland, en derdele
hooge eege"
761,"batmera
",NL-HaNA_1.04.02_6847_0013.txt,PERSON,"en destad batmera
resideeren"
762,den Eerw,NL-HaNA_1.04.02_6847_0013.txt,PERSON,Getuijgen den Eerw: heer ben
763,heer bentamin,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"den Eerw: heer bentamin
Weijnen b"
764,des Goddelijken,NL-HaNA_1.04.02_6847_0013.txt,GPE, bedinaar des Goddelijken woords in
765,Lighaame,NL-HaNA_1.04.02_6847_0013.txt,GPE, ziek van Lighaame hebbende 
766,hebbende Egter,NL-HaNA_1.04.02_6847_0013.txt,PERSON, Lighaame hebbende Egter zijn Ed: 
767,disponeeren,NL-HaNA_1.04.02_6847_0013.txt,GPE,"entair te disponeeren, dog als "
768,Testateur,NL-HaNA_1.04.02_6847_0013.txt,PERSON," aen heer Testateur
tot zijn "
769,nomineeren,NL-HaNA_1.04.02_6847_0013.txt,GPE,enamen te nomineeren zijne vie
